source,event_or_hook,context
modules_Documentation.md,onClick,ht: 64     background-color: #1c4161     margin-top: 3     @onClick: modules.game_shop.show()      UIWidget       id: shopPermB
modules_Documentation.md,onClick,test       size: 195 67       image-clip: 0 0 204 67       @onClick: modules.game_shop.show()       @onHoverChange: modules.gam
modules_Documentation.md,onHoverChange, 0 0 204 67       @onClick: modules.game_shop.show()       @onHoverChange: modules.game_prey.onHover(self)        $pressed:         i
modules_Documentation.md,onHover,es.game_shop.show()       @onHoverChange: modules.game_prey.onHover(self)        $pressed:         image-clip: 0 67 204 67     
modules_Documentation.md,onClick,ht: 64     background-color: #1c4161     margin-top: 7     @onClick: modules.game_shop.show()      UIWidget       id: shopTempB
modules_Documentation.md,onHover,es.game_shop.show()       @onHoverChange: modules.game_prey.onHover(self)        $pressed:         image-clip: 0 67 204 67  Sta
modules_Documentation.md,onHoverChange,images/game/prey/prey_bignobonus       margin-top: 3       @onHoverChange: modules.game_prey.onHover(self)      HorizontalSeparator  
modules_Documentation.md,onHover,      margin-top: 3       @onHoverChange: modules.game_prey.onHover(self)      HorizontalSeparator       anchors.top: prev.bott
modules_Documentation.md,onHoverChange,m-columns: 5        NoStar         id: noBonusIcon         @onHoverChange: modules.game_prey.onHover(self)        NoStar         id: 
modules_Documentation.md,onHover,  id: noBonusIcon         @onHoverChange: modules.game_prey.onHover(self)        NoStar         id: noBonusIcon         @onHove
modules_Documentation.md,onHoverChange,nHover(self)        NoStar         id: noBonusIcon         @onHoverChange: modules.game_prey.onHover(self)        NoStar         id: 
modules_Documentation.md,onHoverChange,nHover(self)        NoStar         id: noBonusIcon         @onHoverChange: modules.game_prey.onHover(self)              NoStar       
modules_Documentation.md,onHover,  id: noBonusIcon         @onHoverChange: modules.game_prey.onHover(self)              NoStar         id: noBonusIcon         @
modules_Documentation.md,onHoverChange,(self)              NoStar         id: noBonusIcon         @onHoverChange: modules.game_prey.onHover(self)        NoStar         id: 
modules_Documentation.md,onHoverChange,nHover(self)        NoStar         id: noBonusIcon         @onHoverChange: modules.game_prey.onHover(self)    UIWidget     anchors.to
modules_Documentation.md,onHover,  id: noBonusIcon         @onHoverChange: modules.game_prey.onHover(self)    UIWidget     anchors.top: prev.bottom     margin-t
modules_Documentation.md,onHoverChange,olor: #262626     border: 1 black      id: noBonusIcon     @onHoverChange: modules.game_prey.onHover(self)  ActivePreyPanel < Panel  
modules_Documentation.md,onHover,      id: noBonusIcon     @onHoverChange: modules.game_prey.onHover(self)  ActivePreyPanel < Panel   size: 195 312    CreatureA
modules_Documentation.md,onHoverChange,bonus_reroll     size: 40 55     image-clip: 1 0 35 52     @onHoverChange: modules.game_prey.onHover(self)      $pressed:       image
modules_Documentation.md,onHover,image-clip: 1 0 35 52     @onHoverChange: modules.game_prey.onHover(self)      $pressed:       image-clip: 0 52 37 54    CardLa
modules_Documentation.md,onHoverChange,images/game/prey/prey_choose     image-clip: 1 0 44 35     @onHoverChange: modules.game_prey.onHover(self)          $pressed:       i
modules_Documentation.md,onHover,image-clip: 1 0 44 35     @onHoverChange: modules.game_prey.onHover(self)          $pressed:       image-clip: 0 35 45 37  Sele
modules_Documentation.md,onHoverChange,   image-source: /images/game/prey/prey_select_blocked     @onHoverChange: modules.game_prey.onHover(self)    CardLabel     id: price
modules_Documentation.md,onHover,y/prey_select_blocked     @onHoverChange: modules.game_prey.onHover(self)    CardLabel     id: price     anchors.bottom: parent
modules_Documentation.md,onHoverChange,es/game/prey/prey_reroll       image-clip: 1 0 58 45       @onHoverChange: modules.game_prey.onHover(self)        $pressed:         i
modules_Documentation.md,onHover,age-clip: 1 0 58 45       @onHoverChange: modules.game_prey.onHover(self)        $pressed:         image-clip: 0 46 60 47    Go
modules_Documentation.md,onClick,x   border-width: 1   border-color: #ffffff   padding: 3   @onClick: modules.game_prey.onItemBoxChecked(self)    UICreature    
modules_Documentation.md,onItemBoxChecked,r-color: #ffffff   padding: 3   @onClick: modules.game_prey.onItemBoxChecked(self)    UICreature     id: creature     phantom: true     
modules_Documentation.md,onEscape,ow   id: preyWindow   !text: tr('Preys')   size: 688 520   @onEscape: modules.game_prey.hide()   padding: 20   @onHoverChange: m
modules_Documentation.md,onHoverChange, 520   @onEscape: modules.game_prey.hide()   padding: 20   @onHoverChange: modules.game_prey.onHover(self)    SlotPanel     id: slot1
modules_Documentation.md,onHover,ey.hide()   padding: 20   @onHoverChange: modules.game_prey.onHover(self)    SlotPanel     id: slot1     anchors.left: parent.l
modules_Documentation.md,onClick,     size: 45 21     text: Close     font: cipsoftFont     @onClick: modules.game_prey.hide()    GoldLabel     id: gold     anc
modules_Documentation.md,onClick,   image-clip: 0 0 20 20     background-color: #17354e     @onClick: modules.game_shop.show()      $pressed:       image-clip: 
modules_Documentation.md,onEnterGame,"STEM_TYPE_XP_BOOST = 3  function init()   connect(g_game, { onEnterGame = registerProtocol,                     onPendingGame = reg"
modules_Documentation.md,onPendingGame,"game, { onEnterGame = registerProtocol,                     onPendingGame = registerProtocol,                     onGameEnd = unregis"
modules_Documentation.md,onGameEnd,"      onPendingGame = registerProtocol,                     onGameEnd = unregisterProtocol })   if g_game.isOnline() then     reg"
modules_Documentation.md,onEnterGame,"ol()   end end  function terminate()   disconnect(g_game, { onEnterGame = registerProtocol,                     onPendingGame = reg"
modules_Documentation.md,onGameEnd,"      onPendingGame = registerProtocol,                     onGameEnd = unregisterProtocol })                        unregisterPr"
modules_Documentation.md,onLoad,andboxed: true   autoload: true   autoload-priority: 500   @onLoad: init()   @onUnload: terminate() ``` ---  # 📦 Moduł: `game_
modules_Documentation.md,onUnload,utoload: true   autoload-priority: 500   @onLoad: init()   @onUnload: terminate() ``` ---  # 📦 Moduł: `game_questlog`  # 📄 quest
modules_Documentation.md,onQuestLog,"st_tracker', toggle, false, 9)   end      connect(g_game, { onQuestLog = onGameQuestLog,                     onQuestLine = onGameQ"
modules_Documentation.md,onGameQuestLog,"toggle, false, 9)   end      connect(g_game, { onQuestLog = onGameQuestLog,                     onQuestLine = onGameQuestLine,        "
modules_Documentation.md,onQuestLine,"(g_game, { onQuestLog = onGameQuestLog,                     onQuestLine = onGameQuestLine,                     onGameEnd = offline,"
modules_Documentation.md,onGameQuestLine,"uestLog = onGameQuestLog,                     onQuestLine = onGameQuestLine,                     onGameEnd = offline,                  "
modules_Documentation.md,onGameEnd,"         onQuestLine = onGameQuestLine,                     onGameEnd = offline,                     onGameStart = online})   onl"
modules_Documentation.md,onGameStart,"                   onGameEnd = offline,                     onGameStart = online})   online() end  function terminate()   disconnec"
modules_Documentation.md,onQuestLog,"  online() end  function terminate()   disconnect(g_game, { onQuestLog = onGameQuestLog,                        onQuestLine = onGa"
modules_Documentation.md,onGameQuestLog,"d  function terminate()   disconnect(g_game, { onQuestLog = onGameQuestLog,                        onQuestLine = onGameQuestLine,     "
modules_Documentation.md,onQuestLine,"game, { onQuestLog = onGameQuestLog,                        onQuestLine = onGameQuestLine,                        onGameEnd = offli"
modules_Documentation.md,onGameQuestLine,"tLog = onGameQuestLog,                        onQuestLine = onGameQuestLine,                        onGameEnd = offline,               "
modules_Documentation.md,onGameEnd,"      onQuestLine = onGameQuestLine,                        onGameEnd = offline,                        onGameStart = online})   "
modules_Documentation.md,onGameStart,"                onGameEnd = offline,                        onGameStart = online})    offline()   if questLogButton then     questL"
modules_Documentation.md,onChildFocusChange,"issionlog.missionDescription    connect(missionList, {      onChildFocusChange = function(self, focusedChild)       if focusedChild == nil"
modules_Documentation.md,onGameQuestLog,indow.missionlog.currentQuest = child.questId end  function onGameQuestLog(quests)   show(true)    local questList = window.questlog.q
modules_Documentation.md,onDoubleClick,"leted)"" or name     questLabel:setText(name)     questLabel.onDoubleClick = function()       window.missionlog.currentQuest = id     "
modules_Documentation.md,onGameQuestLine,"estList:focusChild(questList:getFirstChild()) end  function onGameQuestLine(questId, questMissions)   show(false)   local missionList ="
modules_Documentation.md,onTrackOptionChange,    missionList:focusChild(focusTarget)   end end  function onTrackOptionChange(checkbox)   local newStatus = not checkbox:isChecked()   ch
modules_Documentation.md,onLoad,ub.com/Vithrax   sandboxed: true   scripts: [ questlog ]   @onLoad: init()   @onUnload: terminate() ``` ---  # 📄 questlogwindo
modules_Documentation.md,onUnload,andboxed: true   scripts: [ questlog ]   @onLoad: init()   @onUnload: terminate() ``` ---  # 📄 questlogwindow.otui ```otui Quest
modules_Documentation.md,onClick,rgin-bottom: 25     !text: tr('Show in quest tracker')     @onClick: modules.game_questlog.onTrackOptionChange(self)     enable
modules_Documentation.md,onTrackOptionChange,Show in quest tracker')     @onClick: modules.game_questlog.onTrackOptionChange(self)     enabled: false    FlatLabel     id: missionDescri
modules_Documentation.md,onEscape, questLogWindow   !text: tr('Quest Log')   size: 330 405   @onEscape: modules.game_questlog.back()   $mobile:     size: 330 350 
modules_Documentation.md,onClick,ttom: parent.bottom     color: #ffffff     size: 45 21     @onClick: modules.game_questlog.back()    Button     id: showButton 
modules_Documentation.md,onClick,ize: 45 21     !text: tr('Show')     font: cipsoftFont     @onClick: modules.game_questlog.showQuestLine()    Button     id: tr
modules_Documentation.md,onClick,r     !text: tr('Quest Tracker')     font: cipsoftFont     @onClick: modules.game_questlog.toggle()  QuestTracker < MiniWindow 
modules_Documentation.md,onClick,          font: cipsoftFont         color: #FFFFFF         @onClick: g_game.requestQuestLog() ``` ---  # 📦 Moduł: `game_rulevio
modules_Documentation.md,onGMActions," actionsTextList = nil  function init()   connect(g_game, { onGMActions = loadReasons })    ruleViolationWindow = g_ui.displayUI('r"
modules_Documentation.md,onGMActions,"ns()   end end  function terminate()   disconnect(g_game, { onGMActions = loadReasons })   g_keyboard.unbindKeyDown('Ctrl+Y')    ru"
modules_Documentation.md,onFocusChange,"g_ui.createWidget('RVListLabel', reasonsTextList)     label.onFocusChange = onSelectReason     label:setText(rvreasons[reason])     l"
modules_Documentation.md,onSelectReason,"t('RVListLabel', reasonsTextList)     label.onFocusChange = onSelectReason     label:setText(rvreasons[reason])     label.reasonId = r"
modules_Documentation.md,onSelectReason,"()   ruleViolationWindow:hide()   clearForm() end  function onSelectReason(reasonLabel, focused)   if reasonLabel.actionFlags and focu"
modules_Documentation.md,onLoad,/otclient   sandboxed: true   scripts: [ ruleviolation ]   @onLoad: init()   @onUnload: terminate() ``` ---  # 📄 ruleviolation
modules_Documentation.md,onUnload,xed: true   scripts: [ ruleviolation ]   @onLoad: init()   @onUnload: terminate() ``` ---  # 📄 ruleviolation.otui ```otui RVList
modules_Documentation.md,onEscape,leViolationWindow   size: 400 445   text: Rule Violation   @onEscape: hide()    RVLabel     !text: tr('Name') .. ':'    RVTextEd
modules_Documentation.md,onClick,.right: parent.right     anchors.bottom: parent.bottom     @onClick: hide()    Button     !text: tr('Ok')     width: 64     mar
modules_Documentation.md,onClick,ors.right: prev.left     anchors.bottom: parent.bottom     @onClick: report() ``` ---  # 📦 Moduł: `game_shaders`  # 📄 shaders.l
modules_Documentation.md,onLoad,://otclient.ovh   scripts: [ shaders ]   sandboxed: true   @onLoad: init()   @onUnload: terminate() ``` ---  # 📦 Moduł: `game_
modules_Documentation.md,onUnload,scripts: [ shaders ]   sandboxed: true   @onLoad: init()   @onUnload: terminate() ``` ---  # 📦 Moduł: `game_shop`  # 📄 shop.lua 
modules_Documentation.md,onGameStart,"-- public functions function init()   connect(g_game, {     onGameStart = check,      onGameEnd = hide,     onStoreInit = onStoreIn"
